"","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","BMissing","CMissing","Attrition","Age","Gender","Education"
"433",4.5,4,4.5,4.75,2.25,0,1,0,60,1,1
"434",3.75,4.5,4,4.25,1.5,0,0,0,60,0,0
"435",3,3.75,1.75,4,1.25,0,0,0,60,0,1
"436",3.5,3,2.5,3.25,3.25,1,0,0,60,1,1
"437",4.25,2.75,2.25,4.25,1.75,0,0,0,60,0,1
"438",2.5,4.5,3,3.75,2,0,0,0,60,1,1
"439",3.5,3,2.75,3,3,0,0,0,60,0,0
"440",2.75,4.75,2.5,3,2.5,0,0,0,60,1,1
"441",3,4.75,3.25,4.25,3,1,0,0,60,1,1
"442",3.75,4.75,1.75,4,3.75,0,0,0,60,1,1
"443",3,3.5,2.25,4.25,1.75,0,0,0,60,1,1
"444",3.25,4,3,4,2,0,0,0,60,0,1
"445",3.75,3.25,4,2.5,3,0,0,0,60,1,0
"446",2.75,4.5,4,4.25,2.25,0,0,0,60,1,1
"447",3.5,4,3.75,3.75,3.75,1,1,1,60,1,0
"448",3.25,3.75,3.5,5,2,0,0,0,60,1,1
"449",4.25,4.75,2.75,3.25,1,1,1,1,60,0,0
"450",3,4.5,3.5,4,2,0,1,0,60,1,0
"451",4.25,3,2.5,4.25,3,0,0,0,60,1,0
"452",3,4.25,3.25,3.75,3.5,1,0,0,60,0,1
"453",2.75,3.5,4,4.75,2,0,0,0,60,1,0
"454",4,4.5,3.5,4,2.75,0,0,0,60,1,0
"455",3.25,3,4.75,5,1.25,0,0,0,60,1,1
"456",3.75,3.25,2.25,2.5,2.5,0,1,0,60,0,1
"457",4.5,3.75,3,4.25,1,0,0,0,60,0,1
"458",3.25,4.75,3.5,5,1.5,0,0,0,60,1,1
"459",3.25,4.5,2,4,1,0,0,0,60,1,1
"460",4,5,4.5,5,3,1,0,0,60,1,0
"461",3,3.5,2.75,3.25,1.5,0,0,0,60,0,0
"462",4.5,3.25,2.25,4,1.5,0,0,0,60,0,0
"463",3,5,2.5,3.75,2.25,0,0,0,60,1,0
"464",4.5,4.25,3.75,4.25,2.25,0,0,0,60,1,1
"465",4,5,2.25,4.25,2.25,0,0,0,60,1,0
"466",4.75,3.75,2.25,3.25,2.75,1,1,1,60,0,1
"467",3,1.25,4,4,2,0,0,0,60,0,0
"468",2,4,3.75,3.25,3.25,0,1,0,60,0,0
"469",4.5,4.75,4,5,3.25,1,0,0,60,0,1
"470",3,4.25,4.25,5,4,1,1,1,60,0,0
"471",2.5,3.5,2.25,1.5,4.75,1,1,1,60,0,0
"472",2.5,3.25,4,4,3,1,1,1,60,1,0
"473",3.75,2.75,3,2.5,3,1,1,1,60,0,0
"474",1.5,3.75,2.25,2,5,0,0,0,60,1,1
"475",3,1.5,2.75,5,3.25,0,1,0,60,1,1
"476",3,4.25,4.25,4.5,1.25,0,0,0,60,0,1
"477",4.5,3.75,4.75,4.25,1.5,0,0,0,60,1,0
"478",3,3.25,3.25,3,3,0,0,0,60,1,1
"479",3.5,2.75,3.25,3.75,2.5,0,0,0,60,1,1
"480",2.75,4,2.25,4.5,2,0,0,0,60,1,1
"481",2.5,4.25,3,3,3,0,1,0,60,1,1
"482",2.5,4.75,2.5,3.25,1.75,0,0,0,60,0,0
"483",3.25,3.5,3.25,4,2.5,0,0,0,60,0,1
"484",4,3.75,3.75,4.75,1.25,0,0,0,60,1,1
"485",3,3.5,3.25,3.75,3.5,0,1,0,60,1,0
"486",4.25,4.5,3.5,4,2.25,0,0,0,60,1,1
"487",3.75,2,3,2.5,2.75,0,0,0,60,1,1
"488",5,5,4,4.25,1,0,0,0,60,0,1
"489",3.25,4.25,3,3.75,2.75,1,1,1,60,1,0
"490",3,4.5,4,4.5,2.75,0,1,0,60,1,0
"491",4.75,4.25,4,5,1.5,0,0,0,60,0,1
"492",3.5,4.5,5,5,2.25,1,1,1,60,0,0
"493",3,4.25,3.5,3.5,2.5,1,0,0,60,1,0
"494",3.5,3.5,2.5,3,3,0,0,0,60,1,0
"495",4.5,4.25,3,3.5,1,0,0,0,60,0,0
"496",3.75,4.5,3.25,3.75,1.5,1,0,0,60,1,1
"497",2.5,5,3,4,2.5,0,0,0,60,1,0
"498",5,5,4.5,4.75,3,1,1,1,60,1,1
"499",3.75,4.75,2,4.5,3.75,0,1,0,60,1,0
"500",1.5,3.75,2,3.75,3,1,1,1,60,0,0
"501",3,3.75,1.25,3.25,3.5,0,1,0,60,0,0
"502",4,3.25,3.25,3,3.25,0,0,0,60,1,0
"503",3,4.5,2.25,4.5,2.5,0,0,0,60,1,0
"504",3.25,4.5,3.25,3,1.75,0,0,0,60,1,0
"505",3,3.75,4.75,4.5,3.5,0,0,0,60,1,0
"506",3.25,4.5,1.25,1.5,3,0,1,0,60,0,0
"507",3.5,5,2,2.5,1,1,1,1,60,0,0
"508",3.25,4.25,3.75,5,1.25,0,0,0,60,1,1
"509",3.75,4,2.75,3.75,2.25,0,0,0,60,1,0
"510",3.25,3,2.5,4.25,1.25,0,1,0,60,1,1
"511",1.5,2.75,3.25,3.25,2.5,0,0,0,60,1,0
"512",4,4.75,3.25,4.75,3,0,0,0,60,1,1
"513",3,4,1,5,2,0,0,0,60,0,0
"514",3.75,3.25,3,4.25,2.75,1,1,1,60,1,0
"515",2.25,3.75,3,3,3.25,0,0,0,60,1,0
"516",2.25,3.75,3.5,4.25,2.75,0,0,0,60,1,0
"517",4.75,4.5,2.5,3,3,0,0,0,60,1,0
"518",3.5,3,1.5,5,2,0,0,0,60,0,1
"519",2.75,2.75,4.75,4.75,2,0,0,0,60,1,1
"520",4,3.5,3,4.5,1.5,0,0,0,60,0,1
"521",2.5,5,5,4.5,2.5,0,0,0,60,1,1
"522",4,4.75,4.25,5,2,0,0,0,60,1,1
"523",4,4.75,2,4,3,0,0,0,60,1,1
"524",3.75,3.75,3.75,3.5,2,0,0,0,60,0,1
"525",4.25,4.75,4,3.5,3.75,0,0,0,60,0,0
"526",3.75,4.5,4.25,4.25,1.75,0,0,0,60,0,0
"527",2.25,4.75,3.25,2.5,2.5,0,0,0,60,1,0
"528",3,4.5,2.75,4.25,1.5,0,0,0,60,1,0
"529",3.5,5,3.25,3.25,3,0,0,0,60,1,0
"530",2.75,4,3.5,3.5,2.5,1,0,0,60,1,0
"531",4,4.75,4,4.75,1.5,0,1,0,60,1,1
"532",4.75,4,3.75,2.75,4.75,0,1,0,60,0,1
"533",2.25,4.5,3,4.25,2.5,0,0,0,60,1,0
"534",3,3.25,3.5,4.75,1.75,0,0,0,60,1,1
"535",3.25,4.25,3.5,4,2.25,0,0,0,60,1,1
"536",4,2.25,2.5,1.75,2.25,0,0,0,60,0,0
"537",3.75,3.75,4,4.25,2.25,1,1,1,60,1,1
"538",2.25,4,2.25,4.25,1.75,0,0,0,60,0,0
"539",3.25,4.25,2.25,1.5,2.25,0,0,0,60,0,0
"540",3.25,4.75,3.5,3.5,3.25,0,0,0,60,1,0
"541",3.5,3.75,1.75,3.75,2,1,1,1,60,0,0
"542",3.25,4,3.25,3.5,2,0,0,0,60,1,1
"543",4.25,3.75,4,3.75,1.5,0,0,0,60,0,1
"544",3.5,3.25,2,4.5,2.5,0,1,0,60,1,0
"545",3.25,4,3.25,4.5,2.5,0,0,0,60,0,0
"546",2.5,3.25,3.75,4.75,1.25,0,0,0,60,0,0
"547",4,4.5,3.5,4.75,2.5,0,0,0,60,1,0
"548",4,4,1.25,2,2.75,0,1,0,60,0,0
"549",3.5,4.25,2.75,4.5,1,1,1,1,60,0,1
"550",3.75,4.25,4,3.75,3.5,0,0,0,60,0,0
"551",3,4.5,3.25,4,1.5,0,0,0,60,1,0
"552",3.75,4.75,4.5,5,1,1,1,1,60,1,0
"553",3.75,2.5,2.75,3.75,2,0,0,0,60,1,1
"554",2.75,2.75,2.75,3,2.25,0,0,0,60,0,1
"555",3.25,4.5,1.75,1.75,3.25,1,1,1,60,0,0
"556",4,4.25,3.75,3.5,2.5,0,0,0,60,0,0
"557",2.25,4.75,4.25,3.75,2.5,0,0,0,60,1,0
"558",3.5,3.75,4.75,3.5,1.75,1,1,1,60,0,0
"559",5,4,3.5,5,3.75,0,0,0,60,1,1
"560",3,4.75,2.5,4,2.5,0,0,0,60,1,0
"561",5,4.75,4.25,4.25,4.75,0,0,0,60,0,0
"562",3.25,5,3.5,3.25,1.25,0,0,0,60,1,0
"563",3.25,3.5,3.5,4,1.75,0,0,0,60,0,1
"564",4,5,4.25,4,3,0,0,0,60,0,0
"565",2.75,4.75,3,3.25,3,1,1,1,60,1,0
"566",3,4.25,2.75,4.25,2,0,0,0,60,1,0
"567",3.5,4.25,4.25,4.5,1.5,0,0,0,60,1,0
"568",2.75,4.5,4.25,4.25,2.5,0,0,0,60,1,0
"569",2.25,3.75,3,3.5,3,0,0,0,60,1,0
"570",2.75,3.5,2.75,3.25,2.75,1,1,1,60,0,0
"571",3.25,3,2.75,4,2.5,0,0,0,60,1,1
"572",3.5,4.5,4.5,3.75,1.75,0,0,0,60,0,0
"573",2.5,4.25,3.5,4.25,2.75,0,0,0,60,1,1
"574",2.5,5,3.25,4.75,1,1,0,0,60,1,0
"575",3.75,4.25,3.5,5,2,0,0,0,60,1,0
"576",3,4.75,4.5,4.5,1.25,1,1,1,60,0,0
"577",4.25,3.5,2.75,3.75,2.75,0,0,0,60,0,1
"578",3.75,3.75,4.25,4.25,1.75,0,0,0,60,1,1
"579",3.5,4,3.25,3.75,2.5,0,0,0,60,1,1
"580",4.25,3.75,4,4.5,2.25,0,0,0,60,0,0
"581",2.5,3.25,4.5,4.25,2.25,0,0,0,60,0,0
"582",4,4.75,3.75,3.5,1.25,0,0,0,60,1,1
"583",3.5,5,3.75,4.25,2.75,0,0,0,60,1,1
"584",2,4.5,4.75,3,3.25,0,0,0,60,1,0
"585",3,4.25,4.5,4.75,1.25,1,1,1,60,1,0
"586",2,4.5,1.75,3,1.75,0,0,0,60,1,0
"587",3.5,3.5,2,3.75,2.5,0,1,0,60,0,1
"588",4,2.75,3,4.25,2.25,0,1,0,60,1,1
"589",3.75,4,3,4.5,1.75,0,0,0,60,1,1
"590",2.25,3.75,3.25,4,2.5,0,0,0,60,1,0
"591",5,3.75,2.25,4.25,3,0,0,0,60,0,1
"592",2.75,4.25,1,3.5,3.75,0,0,0,60,1,0
"593",2.5,3.5,2.5,3,4,0,0,0,60,0,0
"594",4.25,4.5,3,4.25,2.5,0,0,0,60,1,1
"595",2.5,4.25,2.5,4.25,2.75,0,1,0,60,1,1
"596",3,3.25,2.25,3,2.5,0,0,0,60,1,1
"597",5,2.75,4.75,5,2,0,0,0,60,1,1
"598",3.5,3.75,3.25,3.25,1.75,0,0,0,60,0,1
"599",4.75,4,4.25,5,1.5,0,0,0,60,1,1
"600",4.75,4.75,1.25,5,1,0,0,0,60,1,1
"601",3.75,4.75,3.5,4,4,1,1,1,60,1,0
"602",3,3.5,4.25,3,1.25,0,0,0,60,0,0
"603",4.25,2.5,2.75,4.75,1.75,1,1,1,60,0,0
"604",4.25,3.5,3.25,4,3,1,1,1,60,0,0
"605",3.5,4,3.25,3,2,0,0,0,60,0,0
"606",3.5,5,4.75,2.25,2.75,0,0,0,60,1,1
"607",3.5,3,4.5,3.75,2,0,0,0,60,0,1
"608",4,4.75,4,4.5,1,0,0,0,60,0,0
"609",4.25,4.75,4.25,5,1.75,0,1,0,60,1,1
"610",3.25,4.75,4.25,4.75,1.5,0,0,0,60,0,0
"611",3.75,3.25,4,3.75,1.75,0,0,0,60,0,1
"612",3,3,1.75,3.5,3.25,1,1,1,60,1,0
"613",3.5,3.25,2.75,4,4,0,0,0,60,1,0
"614",3.5,4.5,3,3.75,2.25,0,0,0,60,1,0
"615",3,2.75,2.75,3.25,3.25,0,0,0,60,0,0
"616",4.5,5,4.25,3.75,2.5,0,1,0,60,1,0
"617",3.75,2.75,4.25,4.25,3,0,0,0,60,1,0
"618",3.75,3.75,3.75,4.25,2.75,0,1,0,60,1,1
"619",2.75,4.25,4.75,4.5,2.5,0,1,0,60,1,0
"620",3.5,3.5,3.5,5,2.75,0,0,0,60,1,1
"621",3,4,1.5,3.25,4.25,1,0,0,60,0,0
"622",4,3.75,3,3.5,3.25,0,0,0,63,1,0
"623",3.5,2,4.5,3.5,2.5,0,0,0,60,0,0
"624",3.25,4.5,4,4.25,2.75,0,0,0,60,1,0
"625",2.75,3.5,3.5,3.25,1.75,0,0,0,60,0,0
"626",3,4.75,3.5,4.25,1.75,1,1,1,60,1,0
"627",3,3.5,3.75,4.25,3.25,0,0,0,60,1,0
"628",3.5,3.5,3,3,3.5,1,1,1,60,0,0
"629",3,4,5,3,1.75,1,1,1,60,0,0
"630",3.5,4.25,4.25,4.25,1.5,0,0,0,60,0,0
"631",3.25,3.5,4,3.5,1.75,0,0,0,60,1,1
"632",3,4.25,3.75,4.25,2.25,0,0,0,60,1,1
"633",5,4.5,4.25,4,2.75,0,0,0,60,1,1
"634",3.25,3.5,3.5,3,2.75,1,1,1,60,0,1
"635",3.5,3.25,2.25,4,2,0,0,0,60,0,0
"636",2.5,4.5,4.75,3.75,2.75,0,0,0,60,1,0
"637",5,4.25,3.5,4,1.25,1,0,0,60,0,1
"638",3.75,3,3.25,3.75,2.25,0,0,0,60,1,1
"639",3.75,5,4.5,4.75,1.5,1,1,1,60,1,1
"640",3.75,5,3.25,4,2,1,0,0,60,0,0
"641",3,4.5,3,3.25,2.5,0,0,0,60,0,1
"642",3.25,4.75,2.75,4.5,2,0,1,0,60,0,0
"643",3.75,4.5,4.75,4.75,2.75,0,0,0,60,1,0
"644",3.75,3.75,1.5,3.5,1.75,1,0,0,60,0,0
"645",3.25,3.75,3.25,3.5,1.25,0,0,0,60,0,0
"646",3.75,3.5,1.75,3.25,1.25,1,1,1,60,0,1
"647",2.75,5,3,4,1,0,0,0,60,0,0
"648",3.5,4.25,3.5,3.75,1.75,0,0,0,60,0,0
"649",2,3.25,3.75,3.5,1.5,0,0,0,60,0,0
"650",4,3.75,3,3,3.5,0,0,0,60,1,0
"651",4.25,4.5,4.75,4,1.75,0,0,0,60,1,0
"652",3.25,5,3,3.5,3,0,0,0,60,0,0
"653",4.25,3.75,3.25,3.75,3,0,0,0,60,1,1
"654",3,4.25,2.5,3.75,2.75,0,0,0,60,1,0
"655",3.75,3.5,3.75,3.75,2.25,0,0,0,60,0,0
"656",4,4.5,4.5,3.5,3,0,0,0,61,1,1
"657",3.25,4.25,3,3.5,1.5,0,0,0,61,0,0
"658",5,4.5,4.25,4,1.75,0,0,0,61,0,1
"659",2.25,4.5,4.5,4.75,2.25,1,1,1,61,1,0
"660",3.5,3.75,4.25,3.5,2.75,0,0,0,61,0,1
"661",3.75,3.25,2.25,4.75,1.5,0,0,0,61,0,1
"662",2.25,3.75,4,4.25,2.75,0,0,0,61,1,0
"663",3.75,4.5,4.75,5,2.25,0,0,0,61,1,1
"664",1,4,4.75,5,3.75,0,0,0,61,1,0
"665",3.5,4.5,3.75,4.75,1.75,0,0,0,61,1,0
"666",3.5,2.5,5,2.25,3.5,0,0,0,61,0,0
"667",4.5,4.5,4.5,3.75,2.5,0,1,0,61,1,0
"668",2.75,4,3.25,4,1.5,0,0,0,61,1,0
"669",2.5,4,3.25,3.25,2.25,0,0,0,61,1,0
"670",3.25,3.75,3,3,2.25,0,0,0,61,0,0
"671",2.75,3.5,3,3.75,2.75,1,1,1,61,0,0
"672",3.75,4,3.25,4.75,2,0,0,0,61,0,0
"673",4,4.75,2.5,4.25,2.25,0,0,0,61,1,1
"674",4.5,4.5,4.5,3.5,1.5,0,1,0,61,0,0
"675",3.5,5,2.75,4.5,2.5,0,1,0,61,1,0
"676",3.25,4,4,4.5,2,0,0,0,61,1,0
"677",4.25,3,4.25,4.75,1.5,0,0,0,61,1,1
"678",3.5,3.75,2.75,3.75,1.75,0,0,0,61,0,0
"679",4.5,3,2.5,4.5,3.5,1,1,1,61,1,1
"680",5,4.75,2.5,3.25,1.25,0,0,0,61,0,1
"681",3,3,3.75,4,4,0,0,0,61,1,1
"682",5,4.25,4.5,4.75,3,0,0,0,61,0,1
"683",2.5,2.5,1.25,2.75,3.25,0,1,0,61,1,0
"684",3,3.5,4.25,4,2.5,0,0,0,61,1,1
"685",3.25,3.5,2.75,3.5,2,0,0,0,61,1,0
"686",2.5,3.25,2.5,3.25,2.75,0,0,0,61,1,0
"687",5,4.5,5,4.5,3.25,0,0,0,61,0,0
"688",3.75,5,3.5,4.75,1.25,0,1,0,61,1,1
"689",3.75,4.25,3,3.75,1.5,1,0,0,61,0,0
"690",3,4.25,3,4.25,1,0,1,0,61,1,1
"691",4.75,3.25,3.5,4.5,3,0,0,0,61,0,0
"692",3.25,3.75,2.25,4.25,2,0,0,0,61,0,0
"693",3.75,4.25,3.25,4,2.25,0,0,0,61,0,1
"694",3,4.75,3.75,3.75,3,0,1,0,61,1,0
"695",3.5,5,4.25,4.75,2,0,1,0,61,1,0
"696",2.75,4.5,5,4.75,1.5,0,0,0,61,0,0
"697",4,2.75,3.5,3.25,3.25,0,0,0,61,1,1
"698",3.5,4.25,4,3.5,2.25,0,0,0,61,0,0
"699",4.75,4.5,3.5,4.5,3,0,0,0,61,1,1
"700",4.5,4.5,3.75,4.5,1.75,0,0,0,61,0,1
"701",2.5,4.5,2,4,2.5,0,0,0,61,1,1
"702",3.75,4.25,3.25,4.25,1.75,0,0,0,61,0,0
"703",4.75,5,2.75,3,2.5,0,0,0,61,0,1
"704",4.75,4,4.75,5,3.5,0,0,0,61,1,1
"705",4,3.75,4.75,4.5,2.25,1,1,1,61,0,0
"706",3.75,4.25,3.25,3.75,1,0,0,0,61,1,0
"707",4,4.5,2.75,3.5,2.5,0,0,0,61,1,0
"708",5,5,2.25,4.25,2.75,0,0,0,61,1,1
"709",3.5,4.25,3.5,3.75,2.25,0,0,0,61,1,1
"710",4.25,5,5,4.25,3,1,1,1,61,1,0
"711",3,4,3,3.25,3.75,0,0,0,61,0,0
"712",4.25,4,4,3.25,2,0,0,0,61,0,1
"713",2.25,3,1.75,3.75,2.75,0,0,0,61,1,0
"714",4.25,3.5,2.25,3.75,3.25,0,0,0,61,1,0
"715",3.25,4.5,3.5,4,2,0,0,0,61,1,0
"716",3.25,2.5,2.25,3,3.5,0,1,0,61,0,0
"717",3.75,4.25,3.25,3.5,4,1,0,0,61,0,1
"718",3,4,2.75,3.75,2.5,0,0,0,61,1,0
"719",2.5,4.25,3.25,4.25,2,0,0,0,61,1,0
"720",3.5,3.5,3.5,3.75,2.5,0,1,0,61,0,0
"721",4,4,3,4.25,2,0,1,0,61,1,0
"722",4.25,4,3.25,4,3.25,0,0,0,61,1,1
"723",3,3.25,3.25,4.75,2.75,0,0,0,61,1,0
"724",2.75,2.75,3.5,4.25,1.75,0,0,0,61,1,0
"725",3.75,4.5,4.25,4.75,4.25,0,0,0,61,0,1
"726",3.5,3.75,3.5,3.25,2.75,1,1,1,61,0,0
"727",3.75,4,4.75,4.5,3.25,0,0,0,61,1,1
"728",3.5,5,5,4.75,2,0,0,0,61,1,0
"729",3,4.25,2.75,5,2,1,1,1,61,1,1
"730",2,4.5,2,3.75,2,0,0,0,61,0,0
"731",3,4.25,3.5,3.75,1.25,0,0,0,61,0,0
"732",3,3.75,4,4.25,2,0,0,0,61,0,0
"733",4.5,5,3.5,4.75,1.5,0,0,0,61,1,1
"734",3.5,2.25,3,4.25,3.75,0,0,0,61,1,1
"735",2.75,5,3.5,3,1.25,1,1,1,61,1,1
"736",4.75,4.25,5,4.5,2.25,0,0,0,61,0,1
"737",2.5,2.5,3.5,3.5,2.25,0,0,0,61,0,0
"738",5,3.5,4.5,4.25,2.25,0,0,0,61,1,1
"739",3,5,5,5,2.75,1,1,1,61,0,1
"740",4,4.5,3,5,1,1,1,1,61,0,1
"741",4.75,4.5,5,4.5,1,1,1,1,61,0,1
"742",3.75,2.25,3.5,3.5,3.5,0,0,0,61,1,0
"743",4.5,3.75,4,4.75,1.25,0,0,0,61,0,0
"744",3.75,5,2.25,4.5,3,1,0,0,61,1,1
"745",3.5,3.25,2.75,4,2.75,0,0,0,61,1,1
"746",5,3,1.5,4.5,2.75,0,0,0,61,0,1
"747",4.25,2.75,3.5,4.25,2.25,0,0,0,61,0,0
"748",4.75,5,4,4.75,1.75,0,0,0,61,0,1
"749",2.5,4.25,3,4,3,0,0,0,61,1,1
"750",3.25,4.25,3,3.5,2.25,0,0,0,61,1,0
"751",4.5,5,5,5,1,1,1,1,61,1,0
"752",4.75,3.5,3.75,3.75,2.5,0,0,0,61,0,1
"753",3.5,4.25,3.25,4.75,2.5,1,0,0,61,0,1
"754",3,5,4.25,5,2.5,1,1,1,61,0,0
"755",4.25,4.25,3,3.25,2.25,1,1,1,61,0,1
"756",3,4.5,3.25,4.25,3,0,0,0,61,1,0
"757",4.25,4.25,4.5,4.5,1.75,0,0,0,61,0,1
"758",4,3.25,1.25,3.25,1.75,0,0,0,61,0,1
"759",2.5,4,3,4,3,0,0,0,63,0,0
"760",4,3,3.75,3.75,2.75,0,0,0,61,0,1
"761",3,4.75,3.75,3.75,2.25,0,0,0,61,0,0
"762",5,3.75,4.75,4.75,2.75,0,0,0,61,1,1
"763",4.25,3.25,3.25,3.5,2.5,0,0,0,61,1,0
"764",3,3.75,2.75,3.5,2,0,0,0,61,1,1
"765",3.75,3.5,4.25,3.75,1.5,0,0,0,61,0,0
"766",3.25,4.5,3.25,3.5,3.75,0,0,0,61,1,0
"767",2.5,2,2.5,3.5,3.75,0,0,0,61,0,0
"768",4,4.5,2.25,4.5,3.25,0,0,0,61,0,0
"769",4,4.75,4,4.5,2.25,0,1,0,61,0,0
"770",4.75,5,3,4.25,2.25,0,0,0,61,0,0
"771",3.75,4.75,2.5,5,3.75,0,0,0,61,1,1
"772",2.25,2.75,1.75,3.5,3.5,1,1,1,61,1,0
"773",2.5,4.5,2.75,3.25,1,0,0,0,61,0,0
"774",3.5,3.75,1.75,3.25,3.75,1,1,1,61,0,0
"775",2.5,2.75,1.5,3.25,3.25,0,0,0,61,0,1
"776",2.75,4.5,1.75,3.25,3.5,0,0,0,61,1,0
"777",2.25,4.5,3.75,4.25,2.75,0,1,0,61,1,0
"778",4.25,4.75,3.75,4.5,2.25,0,0,0,61,1,0
"779",3.5,3.5,3.75,3.5,2.5,1,1,1,61,0,0
"780",5,4.25,3.25,4.5,2,0,0,0,61,0,0
"781",3.5,4.75,3.25,4.5,1.5,0,0,0,61,1,0
"782",3.25,4.5,2.5,4.25,1,0,0,0,61,1,0
"783",2.25,3.25,4,5,3,0,1,0,61,1,1
"784",3.25,4.25,3,4.5,2.75,0,0,0,61,1,1
"785",3.75,5,2.25,5,4.25,0,1,0,61,0,0
"786",3,5,4.5,3.5,2.5,0,0,0,61,0,0
"787",5,4.25,2.5,4.5,2.75,0,0,0,61,0,0
"788",3.75,4,3.75,4.75,2.5,0,0,0,61,0,1
"789",3.75,3.75,3,3,2.5,0,0,0,61,0,0
"790",3,4,3.5,4,3,1,1,1,61,1,0
"791",4.5,4,2.75,3.75,4.5,0,0,0,61,1,1
"792",3.5,3.5,1.75,3.75,3,0,0,0,61,0,1
"793",3.25,4.5,2.25,2.5,4,0,0,0,61,1,1
"794",3.25,4,2.5,3.75,2,0,0,0,61,1,0
"795",4.75,4.75,5,5,2,1,1,1,61,0,0
"796",2.5,2.75,3,3.75,2.75,0,0,0,61,0,0
"797",4.75,4.75,4.5,4.5,3.25,0,1,0,61,0,1
"798",2.75,4.5,3.25,4,2,0,0,0,61,1,0
"799",3.25,4.25,3.75,3.25,4,0,0,0,61,1,0
"800",3.5,3.5,1.25,3,1.75,0,0,0,61,0,0
"801",2.25,4.75,2.75,3.75,2,0,0,0,61,1,1
"802",1.5,4.25,3.25,4.5,1.5,0,0,0,61,1,1
"803",3.5,3.5,3.5,4,3,0,0,0,61,0,0
"804",3.5,4.5,3.25,4.5,2.5,0,0,0,61,1,1
"805",4.75,4.75,4.25,4.75,2.25,0,0,0,61,0,0
"806",3.25,4.5,2.75,3.5,1.5,0,0,0,61,0,0
"807",3.25,4.75,3.25,3.5,3.25,0,0,0,61,1,0
"808",3.75,4.25,3.5,4.75,1.25,1,0,0,61,1,0
"809",3,3.25,3.75,3,2.25,0,0,0,61,0,0
"810",3.75,3.75,3.5,4.25,2.75,0,0,0,61,1,1
"811",3.5,5,2,3,2.5,0,0,0,61,0,0
"812",4.75,4,4.5,4,2.5,0,0,0,61,0,1
"813",4.5,3.5,3,4.25,2.75,0,0,0,61,1,1
"814",4.5,3.75,3.75,3.25,1.75,0,0,0,61,1,1
"815",2.5,4.75,4.5,4,4.75,0,1,0,61,1,0
"816",2.75,4,2.25,3,1.25,0,1,0,61,1,0
"817",2.5,5,4.75,4.25,1.25,0,0,0,61,1,1
"818",2.5,4,2.25,4.5,2.5,1,1,1,61,1,1
"819",4.5,4.25,5,4.5,2.75,1,1,1,61,0,0
"820",4.75,4.25,4,5,2,0,0,0,61,1,1
"821",4,4,4.25,4.25,2.25,0,0,0,61,0,1
"822",3.25,3.75,2.75,3.25,3.75,1,0,0,61,0,0
"823",2.5,4,3.75,3,2,0,0,0,61,0,0
"824",3.75,4.5,3,4.75,2.25,0,0,0,61,0,1
"825",5,3.25,2.5,4.75,3,0,0,0,61,1,1
"826",4.75,2.75,3.25,3.5,3,1,0,0,61,1,1
"827",2.5,4.75,3.25,3,3,0,0,0,61,1,0
"828",3.25,3.5,3.5,3.75,3.25,0,1,0,61,1,0
"829",3,3.5,4,3.5,2.25,1,1,1,61,0,0
"830",2.75,2.5,1.75,3.5,2.75,0,0,0,61,1,1
"831",3.25,4.75,2,3.75,3,0,0,0,61,1,1
"832",2.5,4.5,1,4.75,2.5,0,0,0,61,1,0
"833",3.75,3.25,2.5,3.25,3,0,0,0,61,0,0
"834",2.5,3.75,2,4.25,1.75,0,0,0,61,1,0
"835",3.75,4.5,4,4.75,2.5,0,0,0,61,1,1
"836",3.75,4.75,3,3.75,2.75,0,0,0,61,1,0
"837",4.75,4.5,3.25,4.25,4,0,0,0,61,1,1
"838",4,2.25,2.75,3.75,3.5,0,0,0,61,0,1
"839",2.75,2.75,2.75,3.25,2.25,0,0,0,61,0,0
"840",5,5,4.75,5,2,0,0,0,61,1,0
"841",2.75,3,3,2.75,2.25,0,0,0,61,0,0
"842",1.5,2,1.25,4,3.25,1,0,0,61,0,1
"843",3.5,4.5,2.25,5,1,0,0,0,61,1,1
"844",3,3.75,2.75,3.25,2.5,0,0,0,61,1,0
"845",3.5,3.25,3.75,3.25,3,0,0,0,61,0,0
"846",1.75,3.25,3,3.5,2.75,0,0,0,61,0,1
"847",3,2.5,2.75,3.75,3.5,0,0,0,61,0,1
"848",4.75,3.5,3,4,1.25,0,0,0,61,0,1
"849",3.25,5,3.5,4.75,3,0,0,0,61,1,1
"850",4.5,3.25,2.75,4.75,2,0,0,0,61,1,0
"851",4,4.75,1.25,4.75,4,0,0,0,61,1,1
"852",4.5,4.75,4,3.5,2.5,0,0,0,61,1,1
"853",3,4.5,3.5,3.5,2.5,0,1,0,61,1,1
"854",2,3,2.5,2.75,2.5,0,1,0,63,1,0
"855",2.25,5,3.5,4.75,1.75,0,1,0,61,1,1
"856",3,4,3.75,4,1.75,0,0,0,61,0,1
"857",4,2.75,2,3.75,2.5,1,0,0,61,0,1
"858",3.5,4.5,1.25,3.5,2,0,0,0,61,1,0
"859",4.5,4.25,5,5,2.5,0,1,0,61,1,1
"860",4.75,4.25,4.25,5,3.25,0,0,0,61,1,1
"861",2.75,3,3,3,2.75,1,0,0,61,1,0
"862",3,4.75,1.75,2.5,2.25,0,0,0,61,1,0
"863",2.25,3.75,3.5,2.75,4.75,0,0,0,61,1,0
